"PuntID","PlayerIDP","PLocID","PlayerIDLS","SnapLocID","PDate","Snaptime","OP","H2F","Hang","Distance","Efficiency","Height","Weight","Practice","Game","precipitation","Wind","Grass","Turf","Temp"
1,96,NA,41,1,"2024-08-02",0.71,2.04,1.33,NA,NA,0,72,190,1,0,0.66,13,1,0,74.45
2,61,NA,41,1,"2024-08-02",0.73,2.06,1.33,NA,NA,0,72,190,1,0,0.66,13,1,0,74.45
3,96,NA,41,2,"2024-08-02",0.72,2.09,1.37,NA,NA,0,72,190,1,0,0.66,13,1,0,74.45
4,61,NA,98,1,"2024-08-02",0.82,2.19,1.37,NA,NA,0,72,190,1,0,0.66,13,1,0,74.45
5,96,1,41,1,"2024-08-02",0.74,2.12,1.38,3.9,45,1,72,190,1,0,0.66,13,1,0,74.45
6,96,3,41,1,"2024-08-02",0.73,2.13,1.4,2.81,34,1,72,190,1,0,0.66,13,1,0,74.45
7,96,1,41,3,"2024-08-02",0.77,2.19,1.42,3.43,39,1,72,190,1,0,0.66,13,1,0,74.45
8,96,1,41,1,"2024-08-02",0.69,2.06,1.37,2.78,35,1,72,190,1,0,0.66,13,1,0,74.45
9,61,3,98,2,"2024-08-02",0.79,2.17,1.38,4.23,40,1,72,190,1,0,0.66,13,1,0,74.45
10,61,1,98,3,"2024-08-02",0.82,2.2,1.38,3.51,37,1,72,190,1,0,0.66,13,1,0,74.45
11,61,1,98,2,"2024-08-02",0.82,2.15,1.33,4.07,44,1,72,190,1,0,0.66,13,1,0,74.45
12,96,NA,41,1,"2024-08-03",0.73,2.06,1.33,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
13,96,NA,41,1,"2024-08-03",0.75,2.16,1.41,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
14,96,NA,41,1,"2024-08-03",0.75,2.24,1.49,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
15,96,NA,41,1,"2024-08-03",0.72,2.05,1.33,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
16,61,NA,98,2,"2024-08-03",0.84,2.21,1.37,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
17,96,NA,41,3,"2024-08-03",0.77,2.17,1.4,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
18,96,NA,41,1,"2024-08-03",0.69,2.06,1.37,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
19,96,NA,41,2,"2024-08-03",0.72,2.06,1.34,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
20,96,NA,41,2,"2024-08-03",0.72,2.12,1.4,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
21,61,NA,98,1,"2024-08-03",0.78,2.16,1.38,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
22,61,NA,98,3,"2024-08-03",0.87,2.34,1.47,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
23,61,NA,98,3,"2024-08-03",0.79,2.25,1.46,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
24,61,NA,98,3,"2024-08-03",0.78,2.15,1.37,NA,NA,0,72,190,1,0,0.49,15,1,0,72.7
25,96,NA,41,1,"2024-08-05",0.73,2,1.27,NA,NA,0,72,190,1,0,0,15,0,1,79.13
26,96,NA,41,2,"2024-08-05",0.69,1.99,1.3,NA,NA,0,72,190,1,0,0,15,0,1,79.13
27,96,NA,41,1,"2024-08-05",0.69,1.98,1.29,NA,NA,0,72,190,1,0,0,15,0,1,79.13
28,96,NA,41,1,"2024-08-05",0.74,2.03,1.29,NA,NA,0,72,190,1,0,0,15,0,1,79.13
29,61,NA,98,2,"2024-08-05",0.84,2.13,1.29,NA,NA,0,72,190,1,0,0,15,0,1,79.13
30,61,NA,98,2,"2024-08-05",0.78,2.1,1.32,NA,NA,0,72,190,1,0,0,15,0,1,79.13
31,61,NA,98,2,"2024-08-05",0.82,2.22,1.4,NA,NA,0,72,190,1,0,0,15,0,1,79.13
32,96,3,41,1,"2024-08-09",0.71,1.92,1.21,3.25,37,1,72,190,1,0,0,20,1,0,74
33,96,2,41,1,"2024-08-09",0.72,2.04,1.32,4.01,54,1,72,190,1,0,0,20,1,0,74
34,96,2,41,1,"2024-08-09",0.7,2.02,1.32,3.79,49,1,72,190,1,0,0,20,1,0,74
35,61,3,98,1,"2024-08-09",0.81,2.14,1.33,3.4,43,1,72,190,1,0,0,20,1,0,74
36,61,2,41,1,"2024-08-10",0.7,2.07,1.37,3.4,35,1,72,190,1,0,0.04,15,0,1,66.33
37,61,2,41,2,"2024-08-10",0.71,2.05,1.34,4.27,45,1,72,190,1,0,0.04,15,0,1,66.33
38,61,2,41,1,"2024-08-10",0.71,2.02,1.31,3.78,32,0,72,190,1,0,0.04,15,0,1,66.33
39,61,1,41,2,"2024-08-10",0.72,2.37,1.65,3.82,27,0,72,190,1,0,0.04,15,0,1,66.33
40,96,3,98,2,"2024-08-10",0.81,2.35,1.54,4.22,50,1,72,190,1,0,0.04,15,0,1,66.33
41,96,3,98,2,"2024-08-10",0.78,2.15,1.37,4.07,45,1,72,190,1,0,0.04,15,0,1,66.33
42,96,3,98,2,"2024-08-10",0.84,2.19,1.35,4.11,51,1,72,190,1,0,0.04,15,0,1,66.33
43,96,1,98,3,"2024-08-10",0.82,2.11,1.29,4.03,49,1,72,190,1,0,0.04,15,0,1,66.33
44,96,NA,41,1,"2024-08-12",0.51,1.59,1.08,NA,NA,0,72,190,1,0,0,16,0,1,67.83
45,96,NA,41,1,"2024-08-12",0.57,1.61,1.04,NA,NA,0,72,190,1,0,0,16,0,1,67.83
46,96,NA,41,1,"2024-08-12",0.52,1.62,1.1,NA,NA,0,72,190,1,0,0,16,0,1,67.83
47,61,NA,98,3,"2024-08-12",0.62,1.87,1.25,NA,NA,0,72,190,1,0,0,16,0,1,67.83
48,61,NA,98,3,"2024-08-12",0.63,1.79,1.16,NA,NA,0,72,190,1,0,0,16,0,1,67.83
49,61,NA,98,3,"2024-08-12",0.63,1.82,1.19,NA,NA,0,72,190,1,0,0,16,0,1,67.83
50,96,NA,41,1,"2024-08-12",0.52,1.53,1.01,NA,NA,0,72,190,1,0,0,16,0,1,67.83
51,96,3,41,1,"2024-08-12",0.71,2.28,1.57,3.89,39,1,72,190,1,0,0,16,0,1,67.83
52,96,3,41,1,"2024-08-12",0.7,2.15,1.45,4.03,42,1,72,190,1,0,0,16,0,1,67.83
53,61,1,98,3,"2024-08-12",0.8,2.27,1.47,3.81,48,1,72,190,1,0,0,16,0,1,67.83
54,61,1,98,2,"2024-08-12",0.81,2.25,1.44,3.57,40,1,72,190,1,0,0,16,0,1,67.83
55,96,3,41,3,"2024-08-12",0.53,1.57,1.04,4.09,45,1,72,190,1,0,0,16,0,1,67.83
56,96,3,41,1,"2024-08-12",0.52,1.51,0.99,3.65,46,1,72,190,1,0,0,16,0,1,67.83
57,61,1,98,3,"2024-08-12",0.64,1.72,1.08,3.87,37,1,72,190,1,0,0,16,0,1,67.83
58,61,1,98,1,"2024-08-12",0.57,1.61,1.04,3.36,36,1,72,190,1,0,0,16,0,1,67.83
59,96,1,41,1,"2024-08-12",0.7,2.14,1.44,3.92,40,1,72,190,1,0,0,16,0,1,67.83
60,96,3,41,1,"2024-08-12",0.71,2.2,1.49,3.8,28,0,72,190,1,0,0,16,0,1,67.83
61,61,3,98,1,"2024-08-12",0.77,2.12,1.35,3.15,34,1,72,190,1,0,0,16,0,1,67.83
62,61,3,98,2,"2024-08-12",0.82,2.2,1.38,3.7,45,1,72,190,1,0,0,16,0,1,67.83
63,96,1,41,1,"2024-08-12",0.52,1.6,1.08,3.4,34,1,72,190,1,0,0,16,0,1,67.83
64,96,2,41,1,"2024-08-12",0.51,1.59,1.08,3.72,39,1,72,190,1,0,0,16,0,1,67.83
65,61,1,98,1,"2024-08-12",0.64,1.66,1.02,3.7,39,1,72,190,1,0,0,16,0,1,67.83
66,61,1,98,1,"2024-08-12",0.66,1.63,0.97,2.89,33,0,72,190,1,0,0,16,0,1,67.83
67,96,NA,41,1,"2024-08-13",0.51,1.57,1.06,NA,NA,0,72,190,1,0,0,7,0,1,69.88
68,61,NA,98,2,"2024-08-13",0.6,1.7,1.1,NA,NA,0,72,190,1,0,0,7,0,1,69.88
69,96,NA,41,1,"2024-08-13",0.75,2.22,1.47,NA,NA,0,72,190,1,0,0,7,0,1,69.88
70,61,NA,98,2,"2024-08-13",0.8,2.2,1.4,NA,NA,0,72,190,1,0,0,7,0,1,69.88
71,96,3,41,1,"2024-08-13",0.69,2.09,1.4,3.66,34,1,72,190,1,0,0,7,0,1,69.88
72,61,3,98,1,"2024-08-13",0.81,2.12,1.31,3.93,32,1,72,190,1,0,0,7,0,1,69.88
73,96,2,41,1,"2024-08-13",0.75,2.17,1.42,3.78,34,1,72,190,1,0,0,7,0,1,69.88
74,61,2,98,1,"2024-08-13",0.79,2.2,1.41,3.84,37,1,72,190,1,0,0,7,0,1,69.88
75,96,2,41,1,"2024-08-13",0.53,1.54,1.01,4.03,49,1,72,190,1,0,0,7,0,1,69.88
76,61,2,98,1,"2024-08-13",0.62,1.66,1.04,3.75,50,1,72,190,1,0,0,7,0,1,69.88
77,61,1,58,3,"2024-08-13",0.81,2.22,1.41,3.5,41,1,72,190,1,0,0,7,0,1,69.88
78,61,1,58,2,"2024-08-13",0.79,2.11,1.32,4.01,49,1,72,190,1,0,0,7,0,1,69.88
79,61,1,58,1,"2024-08-13",0.82,2.25,1.43,3.57,41,1,72,190,1,0,0,7,0,1,69.88
80,61,1,58,3,"2024-08-13",0.81,2.18,1.37,3.78,43,1,72,190,1,0,0,7,0,1,69.88
81,61,2,58,1,"2024-08-13",0.79,2.14,1.35,4.36,50,1,72,190,1,0,0,7,0,1,69.88
82,61,1,58,1,"2024-08-13",0.78,2.15,1.37,4.22,52,1,72,190,1,0,0,7,0,1,69.88
83,96,2,41,1,"2024-08-15",0.72,2.04,1.32,4,50,1,72,190,1,0,0,8,0,1,72.79
84,61,2,58,2,"2024-08-15",0.82,2.05,1.23,4.43,45,1,72,190,1,0,0,8,0,1,72.79
85,96,2,41,1,"2024-08-15",0.69,2.18,1.49,3.69,38,1,72,190,1,0,0,8,0,1,72.79
86,96,3,41,1,"2024-08-15",0.61,1.68,1.07,3.87,51,1,72,190,1,0,0,8,0,1,72.79
87,61,3,58,3,"2024-08-15",0.79,2.21,1.42,3.65,45,1,72,190,1,0,0,8,0,1,72.79
88,96,2,41,2,"2024-08-15",0.72,2.15,1.43,3,46,1,72,190,1,0,0,8,0,1,72.79
89,61,1,98,3,"2024-08-15",0.78,2.22,1.44,2.94,40,1,72,190,1,0,0,8,0,1,72.79
90,61,1,58,3,"2024-08-16",0.85,2.2,1.35,3.31,33,0,72,190,1,0,0.17,16,0,1,73.38
91,61,1,58,1,"2024-08-16",0.82,2.03,1.21,3.87,35,1,72,190,1,0,0.17,16,0,1,73.38
92,61,2,58,2,"2024-08-16",0.78,2.16,1.38,3.23,46,1,72,190,1,0,0.17,16,0,1,73.38
93,61,NA,58,3,"2024-08-16",0.81,2.23,1.42,NA,NA,0,72,190,1,0,0.17,16,0,1,73.38
94,96,2,41,1,"2024-08-16",0.69,2.13,1.44,2.78,50,1,72,190,1,0,0.17,16,0,1,73.38
95,61,2,98,2,"2024-08-16",0.81,2.12,1.31,3.7,45,1,72,190,1,0,0.17,16,0,1,73.38
96,96,3,41,1,"2024-08-16",0.69,2,1.31,4.19,26,0,72,190,1,0,0.17,16,0,1,73.38
97,61,3,98,2,"2024-08-16",0.78,2.25,1.47,3.78,32,1,72,190,1,0,0.17,16,0,1,73.38
98,96,2,41,1,"2024-08-16",0.5,1.5,1,2.93,41,1,72,190,1,0,0.17,16,0,1,73.38
99,61,2,98,2,"2024-08-16",0.63,1.78,1.15,3.19,42,1,72,190,1,0,0.17,16,0,1,73.38
100,61,3,98,1,"2024-08-16",0.56,1.56,1,3.65,58,1,72,190,1,0,0.17,16,0,1,73.38
101,61,3,58,3,"2024-08-19",0.78,2.03,1.25,3.5,42,1,72,190,1,0,0.3,18,0,1,65.43
102,96,2,41,3,"2024-08-20",0.72,2.08,1.36,3.31,46,1,72,190,1,0,0,15,0,1,60.54
103,96,2,41,1,"2024-08-20",0.68,2.03,1.32,4.25,56,1,72,190,1,0,0,15,0,1,60.54
104,96,2,41,1,"2024-08-20",0.72,2.04,1.36,4.53,57,1,72,190,1,0,0,15,0,1,60.54
105,96,3,41,2,"2024-08-20",0.72,2.08,1.28,2.6,30,0,72,190,1,0,0,15,0,1,60.54
106,61,1,58,1,"2024-08-20",0.81,2.09,1.3,3.78,51,1,72,190,1,0,0,15,0,1,60.54
107,61,1,58,3,"2024-08-20",0.75,2.05,1.3,3.6,53,1,72,190,1,0,0,15,0,1,60.54
108,61,NA,58,2,"2024-08-20",0.82,2.12,1.31,NA,NA,0,72,190,1,0,0,15,0,1,60.54
109,61,NA,58,2,"2024-08-20",0.78,2.09,1.31,3.09,47,1,72,190,1,0,0,15,0,1,60.54
110,96,1,41,1,"2024-08-24",0.67,2,1.33,3,39,1,72,190,1,0,0,10,0,1,71
111,96,3,41,1,"2024-08-24",0.71,2.06,1.22,3.06,38,1,72,190,1,0,0,10,0,1,71
112,96,2,41,1,"2024-08-24",0.67,2.03,1.28,4.03,46,1,72,190,1,0,0,10,0,1,71
113,61,2,98,1,"2024-08-24",0.84,2.13,1.44,3.6,47,1,72,190,1,0,0,10,0,1,71
114,61,1,98,2,"2024-08-24",0.75,2.06,1.31,3.6,50,1,72,190,1,0,0,10,0,1,71
115,96,2,41,2,"2024-08-24",0.69,2.12,1.4,3.15,38,1,72,190,1,0,0,10,0,1,71
116,96,2,41,3,"2024-08-24",0.75,2.04,1.26,3.82,44,1,72,190,1,0,0,10,0,1,71
117,96,3,41,2,"2024-08-24",0.72,2.12,1.34,4.22,45,1,72,190,1,0,0,10,0,1,71
118,61,2,98,2,"2024-08-24",0.78,2.19,1.41,3.62,38,1,72,190,1,0,0,10,0,1,71
119,61,3,98,1,"2024-08-24",0.78,2.09,1.31,4.03,43,1,72,190,1,0,0,10,0,1,71
120,61,2,58,3,"2024-08-25",0.81,2.1,1.29,2.97,31,0,72,190,1,0,0,8,0,1,74.79
121,61,1,58,3,"2024-08-25",0.78,2.06,1.28,3.44,38,1,72,190,1,0,0,8,0,1,74.79
122,61,2,58,2,"2024-08-25",0.78,2.12,1.34,3.88,43,1,72,190,1,0,0,8,0,1,74.79
123,61,2,58,3,"2024-08-25",0.81,1.97,1.16,3.2,41,1,72,190,1,0,0,8,0,1,74.79
124,61,1,58,1,"2024-08-25",0.77,2.01,1.24,3.71,45,1,72,190,1,0,0,8,0,1,74.79
125,61,3,58,3,"2024-08-25",0.75,1.97,1.22,3.5,41,1,72,190,1,0,0,8,0,1,74.79
126,61,2,58,2,"2024-08-25",0.75,1.89,1.14,3.6,40,1,72,190,1,0,0,8,0,1,74.79
127,61,2,58,1,"2024-08-25",0.78,1.86,1.08,3.65,36,1,72,190,1,0,0,8,0,1,74.79
128,61,3,58,1,"2024-08-25",0.76,1.85,1.09,2.95,44,1,72,190,1,0,0,8,0,1,74.79
129,61,3,58,1,"2024-08-25",0.77,1.85,1.08,3.35,40,1,72,190,1,0,0,8,0,1,74.79
130,61,NA,58,2,"2024-08-25",0.78,1.81,1.03,NA,NA,0,72,190,1,0,0,8,0,1,74.79
131,61,2,58,2,"2024-08-28",0.77,2,1.19,3.47,32,0,72,190,1,0,0,10,0,1,78.88
132,61,1,58,2,"2024-08-28",0.78,2,1.22,3.91,48,1,72,190,1,0,0,10,0,1,78.88
133,61,2,58,1,"2024-08-28",0.79,1.95,1.14,3.72,46,1,72,190,1,0,0,10,0,1,78.88
134,61,1,58,1,"2024-08-28",0.78,1.96,1.19,3.69,50,1,72,190,1,0,0,10,0,1,78.88
135,61,2,58,2,"2024-08-28",0.79,2.19,1.41,4,49,1,72,190,1,0,0,10,0,1,78.88
136,61,1,58,2,"2024-08-28",0.75,2.1,1.31,3.97,49,1,72,190,1,0,0,10,0,1,78.88
137,61,1,58,1,"2024-08-28",0.82,1.97,1.19,3.97,39,1,72,190,1,0,0,10,0,1,78.88
138,61,2,58,1,"2024-08-28",0.75,2,1.21,3.56,45,1,72,190,1,0,0,10,0,1,78.88
139,61,1,58,1,"2024-08-28",0.78,2.01,1.26,3.6,45,1,72,190,1,0,0,10,0,1,78.88
140,61,2,58,1,"2024-08-28",0.76,2.06,1.24,4.03,45,1,72,190,1,0,0,10,0,1,78.88
141,61,2,58,2,"2024-08-28",0.78,2.12,1.37,3.48,41,1,72,190,1,0,0,10,0,1,78.88
142,61,2,41,3,"2024-09-03",0.8,2.1,1.3,3.19,41,1,72,190,1,0,0,10,0,1,61.29
143,61,3,41,1,"2024-09-03",0.73,2.03,1.3,3.84,43,1,72,190,1,0,0,10,0,1,61.29
144,61,2,98,1,"2024-09-03",0.81,2.03,1.22,4,45,1,72,190,1,0,0,10,0,1,61.29
145,61,2,41,3,"2024-09-03",0.72,1.99,1.27,2.2,44,1,72,190,1,0,0,10,0,1,61.29
146,96,1,98,2,"2024-09-03",0.81,2.19,1.38,3.3,60,1,72,190,1,0,0,10,0,1,61.29
147,61,NA,58,1,"2024-09-04",0.79,2.03,1.24,NA,NA,0,72,190,1,0,0,10,0,1,65.79
148,61,1,58,1,"2024-09-04",0.81,1.9,1.09,2.91,42,1,72,190,1,0,0,10,0,1,65.79
149,61,2,58,1,"2024-09-04",0.8,2.01,1.21,3.84,37,1,72,190,1,0,0,10,0,1,65.79
150,61,3,58,2,"2024-09-04",0.84,2.03,1.19,3.19,44,1,72,190,1,0,0,10,0,1,65.79
151,61,1,58,2,"2024-09-04",0.84,2.09,1.25,3,47,1,72,190,1,0,0,10,0,1,65.79
152,61,1,58,2,"2024-09-04",0.85,2.09,1.24,3.1,30,0,72,190,1,0,0,10,0,1,65.79
153,61,NA,58,3,"2024-09-04",0.81,2.2,1.39,NA,NA,0,72,190,1,0,0,10,0,1,65.79
154,61,2,41,1,"2024-09-10",0.69,1.97,1.28,3.78,49,1,72,190,1,0,0,8,0,1,66.83
155,61,NA,58,2,"2024-09-10",0.78,1.97,1.19,NA,NA,0,72,190,1,0,0,8,0,1,66.83
156,61,2,41,1,"2024-09-10",0.72,1.94,1.22,3.55,43,1,72,190,1,0,0,8,0,1,66.83
157,61,3,58,2,"2024-09-10",0.74,2.04,1.3,3.91,52,1,72,190,1,0,0,8,0,1,66.83
158,61,3,41,2,"2024-09-10",0.72,2.06,1.34,3.65,49,1,72,190,1,0,0,8,0,1,66.83
159,61,1,58,3,"2024-09-10",0.85,2.25,1.4,3.72,49,1,72,190,1,0,0,8,0,1,66.83
160,61,3,41,2,"2024-09-10",0.73,1.97,1.24,3.33,34,1,72,190,1,0,0,8,0,1,66.83
161,61,3,58,2,"2024-09-10",0.79,1.99,1.2,3.57,32,1,72,190,1,0,0,8,0,1,66.83
162,61,3,41,1,"2024-09-17",0.67,1.94,1.27,3.03,43,1,72,190,1,0,0,13,0,1,67.96
163,61,1,58,3,"2024-09-17",0.76,1.91,1.15,2.83,41,1,72,190,1,0,0,13,0,1,67.96
164,61,3,41,1,"2024-09-17",0.69,1.97,1.28,4.11,45,1,72,190,1,0,0,13,0,1,67.96
165,61,1,58,2,"2024-09-17",0.74,1.94,1.2,3.5,44,1,72,190,1,0,0,13,0,1,67.96
