"PuntID","PlayerIDP","PLocID","PlayerIDLS","SnapLocID","PDate","Snaptime","OP","H2F","Hang","Distance","Efficiency","Height","Weight","Practice","Game","precipitation","Wind","Grass","Turf","Temp"
166,61,2,41,2,"2024-09-17",0.7,1.97,1.3,3.06,49,1,72,190,1,0,0,13,0,1,67.96
167,61,3,58,2,"2024-09-17",0.75,2.11,1.35,3.7,43,1,72,190,1,0,0,13,0,1,67.96
168,61,2,41,1,"2024-09-17",0.65,2.1,1.41,3.65,37,1,72,190,1,0,0,13,0,1,67.96
169,61,3,58,1,"2024-09-17",0.74,2.14,1.4,3.65,32,1,72,190,1,0,0,13,0,1,67.96
170,96,NA,58,NA,"2024-09-24",0.79,2.03,1.24,NA,NA,0,72,190,1,0,1.55,15,0,1,66.33
171,96,NA,58,NA,"2024-09-24",0.8,2.06,1.26,NA,NA,0,72,190,1,0,1.55,15,0,1,66.33
172,96,NA,58,NA,"2024-09-24",0.78,2.21,1.43,NA,NA,0,72,190,1,0,1.55,15,0,1,66.33
173,61,NA,44,NA,"2024-09-24",0.79,2.06,1.27,NA,NA,0,72,190,1,0,1.55,15,0,1,66.33
174,61,NA,44,NA,"2024-09-24",0.78,2.06,1.28,NA,NA,0,72,190,1,0,1.55,15,0,1,66.33
175,96,NA,58,NA,"2024-09-24",0.81,2.09,1.28,NA,NA,0,72,190,1,0,1.55,15,0,1,66.33
176,96,NA,58,NA,"2024-09-24",0.8,2.16,1.36,NA,NA,0,72,190,1,0,1.55,15,0,1,66.33
177,96,2,58,NA,"2024-09-24",0.85,2.16,1.31,3.69,38,1,72,190,1,0,1.55,15,0,1,66.33
178,61,2,44,NA,"2024-09-24",0.8,2.07,1.27,3.78,45,1,72,190,1,0,1.55,15,0,1,66.33
179,61,NA,44,NA,"2024-09-24",0.81,2.21,1.4,NA,NA,0,72,190,1,0,1.55,15,0,1,66.33
180,96,3,58,2,"2024-10-03",0.8,2.21,1.41,4,33,1,72,190,1,0,0,8,0,1,60.79
181,96,2,58,2,"2024-10-03",0.84,2.23,1.39,3.75,41,1,72,190,1,0,0,8,0,1,60.79
182,96,1,58,2,"2024-10-03",0.8,2.46,1.66,3.15,47,1,72,190,1,0,0,8,0,1,60.79
183,61,2,44,1,"2024-10-03",0.78,2.19,1.41,3.75,25,0,72,190,1,0,0,8,0,1,60.79
184,61,3,44,3,"2024-10-03",0.84,2.35,1.51,2.94,54,1,72,190,1,0,0,8,0,1,60.79
185,96,2,58,2,"2024-10-03",0.82,2.22,1.4,3.56,48,1,72,190,1,0,0,8,0,1,60.79
186,96,2,58,1,"2024-10-03",0.79,2.04,1.25,3.63,47,1,72,190,1,0,0,8,0,1,60.79
187,96,3,58,3,"2024-10-03",0.86,2.32,1.46,4.06,41,1,72,190,1,0,0,8,0,1,60.79
188,61,1,44,2,"2024-10-03",0.79,2.22,1.43,3.12,25,0,72,190,1,0,0,8,0,1,60.79
189,61,1,44,1,"2024-10-03",0.78,2.12,1.34,3.94,42,1,72,190,1,0,0,8,0,1,60.79
190,61,1,58,3,"2024-10-06",0.84,2.01,1.17,2.55,50,1,72,190,1,0,0,23,0,1,67.35
191,61,NA,58,1,"2024-10-06",0.78,1.94,1.16,NA,NA,0,72,190,1,0,0,23,0,1,67.35
192,61,NA,58,2,"2024-10-06",0.8,1.81,1.01,NA,NA,0,72,190,1,0,0,23,0,1,67.35
193,61,2,58,2,"2024-10-06",0.81,1.81,1,3.25,26,0,72,190,1,0,0,23,0,1,67.35
194,61,2,58,2,"2024-10-08",0.78,2.06,1.28,3.35,39,1,72,190,1,0,0,15,0,1,52.79
195,61,1,58,2,"2024-10-08",0.84,2.31,1.47,4,40,1,72,190,1,0,0,15,0,1,52.79
196,61,1,58,2,"2024-10-08",0.79,2.07,1.28,3.81,40,1,72,190,1,0,0,15,0,1,52.79
197,61,1,58,2,"2024-10-08",0.72,2.09,1.37,3.75,45,1,72,190,1,0,0,15,0,1,52.79
198,61,1,58,1,"2024-10-08",0.75,2.22,1.47,4.06,37,1,72,190,1,0,0,15,0,1,52.79
199,61,1,58,1,"2024-10-09",0.84,1.84,1,2.97,37,1,72,190,1,0,0,14,0,1,52.13
200,61,1,58,1,"2024-10-09",0.81,1.83,1.01,3.4,35,1,72,190,1,0,0,14,0,1,52.13
201,61,2,58,1,"2024-10-09",0.78,2,1.22,3.5,48,1,72,190,1,0,0,14,0,1,52.13
202,61,1,58,2,"2024-10-09",0.84,1.85,1.01,3.97,43,1,72,190,1,0,0,14,0,1,52.13
203,61,NA,58,2,"2024-10-15",0.8,2.12,1.32,NA,NA,0,72,190,1,0,0.1,16,0,1,43
204,61,NA,58,1,"2024-10-15",0.8,2.15,1.35,NA,NA,0,72,190,1,0,0.1,16,0,1,43
205,61,2,58,1,"2024-10-15",0.77,2.12,1.35,NA,42,1,72,190,1,0,0.1,16,0,1,43
206,61,NA,44,2,"2024-10-15",0.75,2.13,1.38,NA,NA,0,72,190,1,0,0.1,16,0,1,43
207,61,NA,44,1,"2024-10-15",0.76,2.13,1.45,NA,NA,0,72,190,1,0,0.1,16,0,1,43
208,61,NA,58,1,"2024-10-15",0.81,2.14,1.33,NA,NA,0,72,190,1,0,0.1,16,0,1,43
209,61,1,58,2,"2024-10-15",0.84,2.34,1.5,3.16,48,1,72,190,1,0,0.1,16,0,1,43
210,61,2,58,1,"2024-10-15",0.81,2.37,1.56,3.72,50,1,72,190,1,0,0.1,16,0,1,43
211,61,1,44,2,"2024-10-15",0.79,2.21,1.42,2.9,36,1,72,190,1,0,0.1,16,0,1,43
212,61,2,44,3,"2024-10-15",0.86,2.6,1.74,3.7,48,1,72,190,1,0,0.1,16,0,1,43
213,61,NA,58,2,"2024-10-16",0.84,2.06,1.22,NA,NA,0,72,190,1,0,0.44,15,0,1,44.25
214,61,1,58,1,"2024-10-16",0.78,1.84,1.06,2.66,42,1,72,190,1,0,0.44,15,0,1,44.25
215,61,NA,58,2,"2024-10-16",0.81,2.04,1.23,NA,NA,0,72,190,1,0,0.44,15,0,1,44.25
216,61,1,58,3,"2024-10-16",0.85,2.09,1.24,3.03,43,1,72,190,1,0,0.44,15,0,1,44.25
217,61,1,58,1,"2024-10-16",0.81,2.19,1.38,3.5,32,0,72,190,1,0,0.44,15,0,1,44.25
218,61,1,58,2,"2024-10-16",0.82,2.07,1.25,3.28,32,0,72,190,1,0,0.44,15,0,1,44.25
219,61,1,58,3,"2024-10-16",0.85,2.03,1.18,3.97,31,0,72,190,1,0,0.44,15,0,1,44.25
220,61,1,58,2,"2024-10-16",0.85,1.87,1.02,4.31,38,1,72,190,1,0,0.44,15,0,1,44.25
221,61,1,58,2,"2024-10-22",0.78,2.15,1.37,3.9,45,1,72,190,1,0,0,14,0,1,61.42
222,61,3,58,1,"2024-10-22",0.82,2.09,1.27,3.75,40,1,72,190,1,0,0,14,0,1,61.42
223,61,1,58,2,"2024-10-22",0.81,2.31,1.5,3.28,35,1,72,190,1,0,0,14,0,1,61.42
224,61,1,58,1,"2024-10-22",0.75,2.16,1.41,3.75,33,0,72,190,1,0,0,14,0,1,61.42
225,61,2,58,2,"2024-10-22",0.76,2.25,1.49,4.03,36,1,72,190,1,0,0,14,0,1,61.42
226,61,3,58,2,"2024-10-22",0.81,2.37,1.56,4.21,38,1,72,190,1,0,0,14,0,1,61.42
227,61,1,58,2,"2024-10-22",0.79,2.06,1.27,3.75,47,1,72,190,1,0,0,14,0,1,61.42
228,61,2,58,1,"2024-10-22",0.78,2.16,1.38,3.97,41,1,72,190,1,0,0,14,0,1,61.42
229,61,1,58,1,"2024-10-22",0.74,2.03,1.29,3.37,39,1,72,190,1,0,0,14,0,1,61.42
230,61,3,58,2,"2024-10-22",0.78,2.24,1.46,3.86,41,1,72,190,1,0,0,14,0,1,61.42
231,61,3,58,2,"2024-10-23",0.76,1.81,1.05,3.12,43,1,72,190,1,0,0,17,0,1,61.68
232,61,2,58,2,"2024-10-23",0.81,1.97,1.16,2.9,30,0,72,190,1,0,0,17,0,1,61.68
233,61,3,58,1,"2024-10-23",0.81,1.81,1,3.57,23,0,72,190,1,0,0,17,0,1,61.68
234,61,1,58,1,"2024-10-23",0.79,1.65,0.86,3.25,39,1,72,190,1,0,0,17,0,1,61.68
235,61,3,58,1,"2024-10-23",0.78,1.87,1.09,3.1,8,0,72,190,1,0,0,17,0,1,61.68
236,61,1,58,3,"2024-10-23",0.83,1.85,1.02,2.25,34,0,72,190,1,0,0,17,0,1,61.68
237,61,2,58,1,"2024-10-23",0.84,1.91,1.07,2.88,32,0,72,190,1,0,0,17,0,1,61.68
238,96,3,58,2,"2024-11-02",0.78,2.06,1.28,4.48,40,1,72,190,1,0,0,8,0,1,46.08
239,96,2,58,1,"2024-11-02",0.82,2.19,1.37,2.98,45,1,72,190,1,0,0,8,0,1,46.08
240,96,2,58,1,"2024-11-02",0.81,2.16,1.35,3.3,35,1,72,190,1,0,0,8,0,1,46.08
241,61,3,44,3,"2024-11-02",0.83,2.21,1.38,3.9,50,1,72,190,1,0,0,8,0,1,46.08
242,61,1,44,2,"2024-11-02",0.8,2.13,1.33,3.12,36,1,72,190,1,0,0,8,0,1,46.08
243,96,3,58,3,"2024-11-02",0.79,2.21,1.42,3.81,48,1,72,190,1,0,0,8,0,1,46.08
244,96,2,58,2,"2024-11-02",0.8,2.16,1.36,3.41,34,1,72,190,1,0,0,8,0,1,46.08
245,96,3,58,2,"2024-11-02",0.77,2.21,1.44,2.9,33,1,72,190,1,0,0,8,0,1,46.08
246,61,1,44,2,"2024-11-02",0.79,2.27,1.48,4.3,44,1,72,190,1,0,0,8,0,1,46.08
247,61,2,44,2,"2024-11-02",0.78,2.28,1.5,3.3,36,1,72,190,1,0,0,8,0,1,46.08
248,61,NA,58,1,"2024-11-03",0.8,2.02,1.22,NA,NA,0,72,190,1,0,0,15,0,1,50.13
249,61,1,58,2,"2024-11-03",0.81,1.96,1.15,3.89,40,1,72,190,1,0,0,15,0,1,50.13
250,61,3,58,2,"2024-11-03",0.79,1.93,1.14,2.23,26,0,72,190,1,0,0,15,0,1,50.13
251,61,2,58,2,"2024-11-03",0.81,2.03,1.22,2.9,45,1,72,190,1,0,0,15,0,1,50.13
252,61,NA,58,1,"2024-11-03",0.83,2.04,1.21,NA,NA,0,72,190,1,0,0,15,0,1,50.13
253,61,1,58,1,"2024-11-03",0.83,2,1.17,2.8,33,0,72,190,1,0,0,15,0,1,50.13
254,61,1,58,2,"2024-11-03",0.83,2.07,1.24,3.7,37,1,72,190,1,0,0,15,0,1,50.13
255,61,1,58,1,"2024-11-03",0.81,1.99,1.18,2.95,31,0,72,190,1,0,0,15,0,1,50.13
256,96,2,58,1,"2024-11-09",0.8,2.23,1.43,3.86,45,1,72,190,1,0,0,14,0,1,46
257,96,3,58,1,"2024-11-09",0.78,2.13,1.35,4.13,40,1,72,190,1,0,0,14,0,1,46
258,96,3,58,2,"2024-11-09",0.8,2.07,1.27,3.75,44,1,72,190,1,0,0,14,0,1,46
259,61,2,44,2,"2024-11-09",0.79,2.09,1.3,3.65,43,1,72,190,1,0,0,14,0,1,46
260,61,2,44,2,"2024-11-09",0.77,2.15,1.38,3.07,40,1,72,190,1,0,0,14,0,1,46
261,61,3,44,2,"2024-11-09",0.79,2.33,1.54,3.71,48,1,72,190,1,0,0,14,0,1,46
262,96,2,58,2,"2024-11-09",0.79,2.3,1.51,2.74,38,1,72,190,1,0,0,14,0,1,46
263,96,2,58,2,"2024-11-09",0.78,2.31,1.53,3.58,32,0,72,190,1,0,0,14,0,1,46
264,96,2,58,3,"2024-11-09",0.76,2.07,1.31,3.9,39,1,72,190,1,0,0,14,0,1,46
265,61,2,44,1,"2024-11-09",0.72,2.2,1.48,2.64,33,1,72,190,1,0,0,14,0,1,46
266,61,2,44,2,"2024-11-09",0.74,2.27,1.53,2.93,37,1,72,190,1,0,0,14,0,1,46
267,61,2,58,2,"2024-11-10",0.82,1.79,0.97,3.65,40,1,72,190,1,0,0.02,18,0,1,52.71
268,61,NA,58,2,"2024-11-10",0.81,1.9,1.09,NA,NA,0,72,190,1,0,0.02,18,0,1,52.71
269,61,NA,58,2,"2024-11-10",0.77,1.69,0.92,NA,NA,0,72,190,1,0,0.02,18,0,1,52.71
270,61,2,58,1,"2024-11-10",0.78,1.8,1.02,3.35,51,1,72,190,1,0,0.02,18,0,1,52.71
271,61,NA,58,1,"2024-11-10",0.82,1.92,1.1,NA,NA,0,72,190,1,0,0.02,18,0,1,52.71
272,61,NA,58,2,"2024-11-10",0.8,1.81,1.01,NA,NA,0,72,190,1,0,0.02,18,0,1,52.71
273,61,3,58,1,"2024-11-10",0.78,1.8,1.02,2.86,37,1,72,190,1,0,0.02,18,0,1,52.71
274,61,NA,58,1,"2024-11-10",0.76,1.8,1.04,NA,NA,0,72,190,1,0,0.02,18,0,1,52.71
275,96,3,41,1,"2024-08-31",0.72,2.32,1.6,2.9,46,1,72,190,0,1,0.39,12,1,0,81.67
276,96,1,41,1,"2024-08-31",0.69,1.91,1.22,3.16,52,1,72,190,0,1,0.39,12,1,0,81.67
277,96,3,41,1,"2024-08-31",0.72,1.94,1.22,3.63,35,1,72,190,0,1,0.39,12,1,0,81.67
278,96,3,41,2,"2024-08-31",0.7,1.93,1.23,3.06,40,1,72,190,0,1,0.39,12,1,0,81.67
279,96,3,41,1,"2024-08-31",0.69,1.91,1.22,4.06,41,1,72,190,0,1,0.39,12,1,0,81.67
280,96,3,41,2,"2024-09-07",0.74,2.03,1.28,3.71,52,1,72,190,0,2,0.29,18,0,1,56.43
281,96,3,41,1,"2024-09-07",0.72,2.14,1.42,3.12,33,1,72,190,0,2,0.29,18,0,1,56.43
282,96,2,41,3,"2024-09-07",0.75,1.97,1.22,3.22,27,0,72,190,0,2,0.29,18,0,1,56.43
283,96,3,41,1,"2024-09-07",0.72,1.96,1.24,3.89,46,1,72,190,0,2,0.29,18,0,1,56.43
284,96,2,41,2,"2024-09-07",0.73,2.2,1.47,3.19,39,1,72,190,0,2,0.29,18,0,1,56.43
285,96,1,41,1,"2024-09-07",0.75,1.97,1.22,4.13,53,1,72,190,0,2,0.29,18,0,1,56.43
286,96,1,41,3,"2024-09-07",0.75,1.92,1.15,4.22,51,1,72,190,0,2,0.29,18,0,1,56.43
287,96,1,41,1,"2024-09-14",0.7,1.91,1.21,3.16,34,1,72,190,0,3,0,18,1,0,76.5
288,96,3,41,2,"2024-09-14",0.72,2.09,1.37,3.71,43,1,72,190,0,3,0,18,1,0,76.5
289,96,3,41,1,"2024-09-14",0.7,1.94,1.24,3.19,33,1,72,190,0,3,0,18,1,0,76.5
290,96,2,41,1,"2024-09-14",0.68,2.09,1.41,3.72,47,1,72,190,0,3,0,18,1,0,76.5
291,96,3,41,2,"2024-09-14",0.7,2.03,1.33,4.23,47,1,72,190,0,3,0,18,1,0,76.5
292,96,3,41,1,"2024-09-14",0.71,2.06,1.35,4.04,45,1,72,190,0,3,0,18,1,0,76.5
293,96,2,41,1,"2024-09-14",0.69,2.1,1.41,4.09,49,1,72,190,0,3,0,18,1,0,76.5
294,96,3,41,3,"2024-09-14",0.75,2.22,1.47,3.19,36,1,72,190,0,3,0,18,1,0,76.5
295,96,3,41,2,"2024-09-21",0.73,2.2,1.47,4.12,43,1,72,190,0,4,0,15,1,0,63.02
296,96,3,41,1,"2024-09-21",0.72,2.25,1.53,3.73,35,1,72,190,0,4,0,15,1,0,63.02
297,96,3,41,1,"2024-09-21",0.72,2.06,1.34,3.87,38,1,72,190,0,4,0,15,1,0,63.02
298,96,3,41,2,"2024-09-21",0.69,2.15,1.46,3.4,41,1,72,190,0,4,0,15,1,0,63.02
299,96,1,41,1,"2024-09-21",0.71,2.01,1.3,3.44,39,1,72,190,0,4,0,15,1,0,63.02
300,96,3,41,1,"2024-09-21",0.72,2.03,1.31,4.13,55,1,72,190,0,4,0,15,1,0,63.02
301,96,1,41,1,"2024-09-21",0.72,2.21,1.49,4.09,45,1,72,190,0,4,0,15,1,0,63.02
302,96,3,41,1,"2024-09-21",0.69,2.03,1.34,3.44,32,1,72,190,0,4,0,15,1,0,63.02
303,96,2,41,1,"2024-09-21",0.68,1.94,1.26,4.19,50,1,72,190,0,4,0,15,1,0,63.02
304,96,2,41,1,"2024-09-21",0.7,2.16,1.46,3.88,50,1,72,190,0,4,0,15,1,0,63.02
305,96,1,58,2,"2024-09-28",0.82,2.25,1.43,3.75,39,1,72,190,0,5,0,16,0,1,68.95
306,96,2,58,3,"2024-09-28",0.84,2.59,1.75,3.63,27,0,72,190,0,5,0,16,0,1,68.95
307,96,3,58,1,"2024-09-28",0.82,2.06,1.24,4.04,49,1,72,190,0,5,0,16,0,1,68.95
308,96,2,58,1,"2024-09-28",0.79,1.97,1.18,2.4,50,1,72,190,0,5,0,16,0,1,68.95
309,96,2,58,3,"2024-09-28",1.02,2.32,1.3,4.25,51,1,72,190,0,5,0,16,0,1,68.95
310,96,3,58,1,"2024-10-12",0.79,1.96,1.17,3.86,41,1,72,190,0,6,0,9,0,1,58.78
311,96,3,58,1,"2024-10-12",0.75,1.88,1.13,3.48,36,1,72,190,0,6,0,9,0,1,58.78
312,96,1,58,1,"2024-10-19",0.78,2.03,1.25,3.19,61,1,72,190,0,7,0,6,0,1,52
313,96,3,58,3,"2024-10-19",0.78,1.85,1.07,3.65,40,1,72,190,0,7,0,6,0,1,52
314,96,3,58,2,"2024-10-19",0.83,2.44,1.61,4.2,45,1,72,190,0,7,0,6,0,1,52
315,96,3,58,1,"2024-10-19",0.79,2.01,1.23,3.84,48,1,72,190,0,7,0,6,0,1,52
316,96,1,58,1,"2024-10-19",0.78,1.97,1.2,3.14,49,1,72,190,0,7,0,6,0,1,52
317,96,3,58,2,"2024-10-26",0.78,2.68,1.9,3.98,38,1,72,190,0,8,0.02,14,0,1,47.42
318,96,2,58,1,"2024-10-26",0.75,2.11,1.36,2.83,44,1,72,190,0,8,0.02,14,0,1,47.42
319,96,1,58,1,"2024-10-26",0.81,2.11,1.3,3.66,34,1,72,190,0,8,0.02,14,0,1,47.42
320,96,3,58,2,"2024-10-26",0.78,2.16,1.38,4.21,46,1,72,190,0,8,0.02,14,0,1,47.42
321,96,2,58,2,"2024-10-26",0.81,2.09,1.28,2.9,33,1,72,190,0,8,0.02,14,0,1,47.42
322,96,2,58,2,"2024-10-26",0.83,2.28,1.45,4.01,41,1,72,190,0,8,0.02,14,0,1,47.42
323,96,3,58,1,"2024-11-13",0.76,2.05,1.29,4.16,45,1,72,190,0,10,2,15,0,1,49.5
324,96,2,58,3,"2024-11-13",0.81,2.37,1.56,4.13,40,1,72,190,0,10,2,15,0,1,49.5
325,96,3,58,2,"2024-11-13",0.77,2.31,1.54,4.01,38,1,72,190,0,10,2,15,0,1,49.5
326,96,2,58,3,"2024-11-13",0.79,2.43,1.64,3.81,29,0,72,190,0,10,2,15,0,1,49.5
327,96,2,58,1,"2024-11-13",0.79,2.06,1.27,3.58,44,1,72,190,0,10,2,15,0,1,49.5
328,96,3,58,1,"2024-11-13",0.76,2.19,1.43,4.01,42,1,72,190,0,10,2,15,0,1,49.5
329,96,3,58,1,"2024-11-13",0.79,2.19,1.4,3.72,44,1,72,190,0,10,2,15,0,1,49.5
330,96,3,58,1,"2024-11-13",0.8,2.16,1.36,3,34,1,72,190,0,10,2,15,0,1,49.5
331,96,1,58,1,"2024-11-13",0.77,2.2,1.43,3.56,44,1,72,190,0,10,2,15,0,1,49.5
